DATE_KEY,Year,Quarter,Month,Day,Sum of DAY,Sum of MONTH,MONTH_NAME,Sum of QUARTER,Sum of YEAR,DAY_NAME
3e07f09fb2edbdf0bf6a54c17634514b,2013,Qtr 1,March,3,3,3,Marth,1,2013,Day
3e107cd1554225ea3056ed5010adce90,2014,Qtr 1,January,5,5,1,Janth,1,2014,Day
3e48b2167bd86ef570e46d0b286c4f74,2013,Qtr 1,March,8,8,3,Marth,1,2013,Day
3e5c252ff13111aa6a12067ee19d69e6,2012,Qtr 1,February,14,14,2,Febth,1,2012,Day
3e7e739b92f7b3f5bba0229477027dc2,2011,Qtr 2,April,1,1,4,Aprth,2,2011,Day
3eb2a52c6c6787843bc1ac7f25a034a0,2011,Qtr 3,August,17,17,8,Augth,3,2011,Day
3ebfce6ccd7540a632ae7e6ad8100c29,2013,Qtr 2,June,15,15,6,Junth,2,2013,Day
3f0c8308e4e2e5c4ddc1b7e19304f613,2013,Qtr 3,September,4,4,9,Septh,3,2013,Day
3f20f21c57e09a6c071e44d1fe74b58a,2013,Qtr 1,March,17,17,3,Marth,1,2013,Day
3f2cc1cda23225c8d4cf5b2e744cc92d,2011,Qtr 3,July,3,3,7,Julth,3,2011,Day
3f72b837978dcd042b73e7270f11a4ca,2013,Qtr 4,November,19,19,11,Novth,4,2013,Day
3f9a1152bc048e6eb1f01994b7cf5f9d,2012,Qtr 4,October,7,7,10,Octth,4,2012,Day
3fbd0407b55d3a3da21388a2ddbf881c,2013,Qtr 2,May,25,25,5,Mayth,2,2013,Day
3fce335517b518d0723258ab9aab91d5,2012,Qtr 2,June,9,9,6,Junth,2,2012,Day
3fe686907939d07097f6c87f08025422,2013,Qtr 4,November,5,5,11,Novth,4,2013,Day
4004a117f65dfd3221a9cce8fce5a45f,2013,Qtr 4,October,2,2,10,Octth,4,2013,Day
402c87e1893d53d9506b00bc7914b980,2012,Qtr 1,February,20,20,2,Febth,1,2012,Day
40883861f6e25a2e09e848a7891f4f38,2013,Qtr 2,May,16,16,5,Mayth,2,2013,Day
40e7dd73b09eac540e790daf6fac41af,2013,Qtr 1,March,22,22,3,Marth,1,2013,Day
40eee601514259a9632d510ca71226cc,2014,Qtr 1,January,18,18,1,Janth,1,2014,Day
40ff348468b73116a7077c246985e0bf,2013,Qtr 2,May,7,7,5,Mayth,2,2013,Day
412998e77ee121227580e3d363f75fa2,2013,Qtr 2,June,22,22,6,Junth,2,2013,Day
41464bd548f06ca845208f69df30ac82,2013,Qtr 1,March,13,13,3,Marth,1,2013,Day
41c97bac51d5ee4cfce0cfa86385fdbe,2012,Qtr 1,February,17,17,2,Febth,1,2012,Day
41ef6b06b63ba4f6a5234245a439b157,2013,Qtr 4,December,20,20,12,Decth,4,2013,Day
41fc4cb27e0ee552c4c9247e1a476cc5,2013,Qtr 2,April,8,8,4,Aprth,2,2013,Day
4203367f75691615833ed21a18072519,2011,Qtr 3,July,15,15,7,Julth,3,2011,Day
427e6053bc13a556e37f64ff8e1619fb,2012,Qtr 2,April,14,14,4,Aprth,2,2012,Day
427ed6396fba4ed8ead9ec3229517d2b,2013,Qtr 2,April,27,27,4,Aprth,2,2013,Day
42abc105a78a8da94e36739d809b5613,2011,Qtr 3,August,18,18,8,Augth,3,2011,Day
42c14d5c5a8f3096180b16977a1ea248,2012,Qtr 3,September,26,26,9,Septh,3,2012,Day
42c8d51c48328d79f09bd1db2203a02d,2012,Qtr 2,April,19,19,4,Aprth,2,2012,Day
4310d0d92131e34ff2716d85e1953174,2013,Qtr 1,March,30,30,3,Marth,1,2013,Day
431cc1626e28e1bbd4e7b7eb7efcecec,2011,Qtr 1,February,25,25,2,Febth,1,2011,Day
4360a17b804bbfc81824d06174bd61a1,2012,Qtr 2,May,10,10,5,Mayth,2,2012,Day
4364e5a7100b33d6b7420dc1168e3ded,2012,Qtr 3,August,17,17,8,Augth,3,2012,Day
43a48533e5870a15f120f16375636633,2012,Qtr 3,July,9,9,7,Julth,3,2012,Day
43e2cc7ff261723f93f64f3f7e9faa8d,2013,Qtr 4,December,31,31,12,Decth,4,2013,Day
447938c634f27c1dc1ecfaab9a779b5b,2011,Qtr 2,April,27,27,4,Aprth,2,2011,Day
44d326c8c23112823a8152f26e4bb95b,2012,Qtr 2,April,5,5,4,Aprth,2,2012,Day
4500e4039ea772ebac51a9263a2eda7f,2011,Qtr 3,August,29,29,8,Augth,3,2011,Day
4539d5ac3ea4fd1548956fea790162f5,2011,Qtr 4,November,2,2,11,Novth,4,2011,Day
4555f65c4664801d78b9f5477f89d8fd,2013,Qtr 3,August,1,1,8,Augth,3,2013,Day
456c7730e983cabeb11db57ec0801795,2012,Qtr 4,October,20,20,10,Octth,4,2012,Day
4584ca349e0920f4436a3c2f36158b85,2013,Qtr 4,October,28,28,10,Octth,4,2013,Day
4593d632f4e33a6fedc30d17cbdc0c29,2012,Qtr 1,January,8,8,1,Janth,1,2012,Day
45c68ffa2dc409a0196eea5fff3994d1,2011,Qtr 2,April,6,6,4,Aprth,2,2011,Day
460e666a19398f97709b4a361d97ed76,2012,Qtr 4,December,22,22,12,Decth,4,2012,Day
4652a559216121874754c7ecfe692e94,2012,Qtr 4,October,17,17,10,Octth,4,2012,Day
46b4f921be4883580ee6326a1e99fcfc,2011,Qtr 4,October,8,8,10,Octth,4,2011,Day
46ceb00d77d3de79a22e210dbcfc6a93,2011,Qtr 3,September,7,7,9,Septh,3,2011,Day
4709376fad800343cd32df44247f5db1,2011,Qtr 2,April,5,5,4,Aprth,2,2011,Day
478ecc8cdaa127c33884d9f6c72c2cd5,2013,Qtr 2,June,6,6,6,Junth,2,2013,Day
478ee1bb67e4aeb3e6f63583f7896093,2011,Qtr 2,May,27,27,5,Mayth,2,2011,Day
47a161474962a6dcc03cfa64127a641f,2013,Qtr 4,December,28,28,12,Decth,4,2013,Day
4804ee33768b143d9706052696f7dfbd,2013,Qtr 2,June,28,28,6,Junth,2,2013,Day
485ae69515bc4c60ef546ff289741f60,2013,Qtr 2,May,19,19,5,Mayth,2,2013,Day
48f5533605f0d856d47eababe46f9790,2011,Qtr 2,May,26,26,5,Mayth,2,2011,Day
4918909674a26c217d8cc4a92860400c,2011,Qtr 1,March,19,19,3,Marth,1,2011,Day
493ae116dff448cca13e0d6443b3c3c2,2012,Qtr 1,February,8,8,2,Febth,1,2012,Day
49bd63d5ee41c9de9bc2e17c69ad0cb5,2011,Qtr 2,June,26,26,6,Junth,2,2011,Day
49fce086a31f1cfcf16b54e462f7cbc0,2013,Qtr 4,November,26,26,11,Novth,4,2013,Day
4a21ddebdfee548e65b62c2809afc1c0,2012,Qtr 3,August,16,16,8,Augth,3,2012,Day
4a318fb9cfbe73b094d25673d3ce9e38,2012,Qtr 1,January,9,9,1,Janth,1,2012,Day
4a355a6da86d846c130abd2241259099,2011,Qtr 2,June,20,20,6,Junth,2,2011,Day
4a70a3ec50fd16032883bf6fc79c55dd,2013,Qtr 3,July,10,10,7,Julth,3,2013,Day
4a800301260b2639fa1ec3efafb5f86c,2013,Qtr 2,June,12,12,6,Junth,2,2013,Day
4aed0f4e82a51c3f853b8a3df8d808eb,2011,Qtr 3,September,8,8,9,Septh,3,2011,Day
4b07ddfa8857087c363c1402c6fbcaa1,2012,Qtr 1,March,25,25,3,Marth,1,2012,Day
4b32c1f268b5edfc6d7f486137468b29,2012,Qtr 4,December,24,24,12,Decth,4,2012,Day
4b5c3229e0725ef8d303f494db9faec8,2013,Qtr 3,August,18,18,8,Augth,3,2013,Day
4b74d4eac4c3a33d22d34af93569c011,2013,Qtr 1,January,9,9,1,Janth,1,2013,Day
4bbde6a0c4076e78bc106bdc331a94c5,2012,Qtr 2,June,27,27,6,Junth,2,2012,Day
4bd94d77610f3faab529dc08576e03ab,2012,Qtr 2,May,31,31,5,Mayth,2,2012,Day
4c198b2e79c53a9853bfbc76e8e8ae1e,2013,Qtr 1,January,8,8,1,Janth,1,2013,Day
4c63ccce8761a6546d90151419eeea06,2012,Qtr 4,December,10,10,12,Decth,4,2012,Day
4c6ed4daa82e7326b84c24f4c2ae7064,2013,Qtr 4,December,29,29,12,Decth,4,2013,Day
4c9ae581a14adbccc0bcd009c17b6cbe,2014,Qtr 1,February,7,7,2,Febth,1,2014,Day
4cc27df81afd686c0420394e090460cb,2013,Qtr 3,July,12,12,7,Julth,3,2013,Day
4ceff7612cfa4420892fe23b23ca9265,2013,Qtr 2,May,3,3,5,Mayth,2,2013,Day
4d477da2cac19595261e2755bb0750f4,2011,Qtr 1,February,23,23,2,Febth,1,2011,Day
4d547de074f47405ab655adca639c8c2,2012,Qtr 3,July,1,1,7,Julth,3,2012,Day
4d61c9aac1c2415bf4aac434f815ed3a,2012,Qtr 3,August,22,22,8,Augth,3,2012,Day
4d73c32f6dcd1ffe87dd7575935d313e,2012,Qtr 2,May,14,14,5,Mayth,2,2012,Day
4d786e5d2e5c70a53e6895eb52019501,2012,Qtr 3,September,16,16,9,Septh,3,2012,Day
4d8769725b0b7f33aebf747e80c5c4e0,2012,Qtr 2,June,4,4,6,Junth,2,2012,Day
4dbaf4bdbce8284f0eb9870406ab7f04,2012,Qtr 2,May,5,5,5,Mayth,2,2012,Day
4dbf892d41ae205f6e36838031cff786,2013,Qtr 2,May,30,30,5,Mayth,2,2013,Day
4ddc8821c34bceaf3dba4a18741acca3,2013,Qtr 3,July,11,11,7,Julth,3,2013,Day
4de859c864889d3c068280a6c1c3328c,2011,Qtr 4,December,30,30,12,Decth,4,2011,Day
4e1880c62d1a2a8c16dbea8fe88f6340,2011,Qtr 3,September,20,20,9,Septh,3,2011,Day
4e6174091aa6704e09467a0839dac801,2011,Qtr 4,November,26,26,11,Novth,4,2011,Day
4eec6eda382b9c44e240ad4b4b5e9cc0,2013,Qtr 3,September,2,2,9,Septh,3,2013,Day
4ef92eb2724526d42848579d94bf7748,2013,Qtr 1,January,13,13,1,Janth,1,2013,Day
4efe8b2ca156042f8a3d8dd6aba54520,2013,Qtr 3,September,26,26,9,Septh,3,2013,Day
4f0012e973c89ab113494955e064e478,2011,Qtr 1,January,14,14,1,Janth,1,2011,Day
4f477db88196607e3dbfd0139d6028b5,2011,Qtr 3,September,24,24,9,Septh,3,2011,Day
501407dcfde5b685045ca3072168d5bb,2014,Qtr 1,January,1,1,1,Janth,1,2014,Day
5072507e949a2c25948a591c4da194e1,2013,Qtr 2,June,19,19,6,Junth,2,2013,Day
511572e8a25e86c2f48ae9e6d73a1e6a,2013,Qtr 4,October,22,22,10,Octth,4,2013,Day
5118f4d1a94c19a06818ba12904e26f0,2012,Qtr 4,December,16,16,12,Decth,4,2012,Day
512b6608a6cfdf1555c0fafeb6022830,2011,Qtr 1,January,17,17,1,Janth,1,2011,Day
51aeb01fbbe1b86816ccd49f6e3042a1,2011,Qtr 3,July,8,8,7,Julth,3,2011,Day
51c449e55b4a63a16fb45beb689150d5,2013,Qtr 1,March,12,12,3,Marth,1,2013,Day
51f131f5e73d6582c708dee703ea6d09,2012,Qtr 2,April,4,4,4,Aprth,2,2012,Day
5206c46d068e66a8c5511d764ec58206,2012,Qtr 1,March,14,14,3,Marth,1,2012,Day
520747a2cb70e20ec6fe5d384cfadf79,2010,Qtr 4,December,31,31,12,Decth,4,2010,Day
5215922a2b5965ae6b1b4f89ed711e40,2012,Qtr 2,April,25,25,4,Aprth,2,2012,Day
524fe547a612733b95c353e432357926,2012,Qtr 2,May,6,6,5,Mayth,2,2012,Day
528a71a866e16a51a12c928f3867fc40,2011,Qtr 3,September,2,2,9,Septh,3,2011,Day
52bde41d0f4e244c3d741707e5f19618,2012,Qtr 4,November,2,2,11,Novth,4,2012,Day
531a5e6e1b551dc67663de449307272a,2011,Qtr 1,March,26,26,3,Marth,1,2011,Day
53618552e03277ca126adf3489447f11,2011,Qtr 2,May,18,18,5,Mayth,2,2011,Day
53e3822e4ab7309bbe5f440fa5f4e7de,2012,Qtr 2,June,13,13,6,Junth,2,2012,Day
540c97e65b08aac734db0196254259fd,2012,Qtr 1,February,11,11,2,Febth,1,2012,Day
541309d30f5cea4d94f655886354e3fd,2012,Qtr 1,January,11,11,1,Janth,1,2012,Day
5432d51ee94799c0125bb158c8a8bd22,2013,Qtr 4,December,27,27,12,Decth,4,2013,Day
545a3d56d20b22e09aa85bfa5ed8738d,2013,Qtr 4,December,15,15,12,Decth,4,2013,Day
54867044168b33be2be2e9550aae73b6,2011,Qtr 1,January,12,12,1,Janth,1,2011,Day
54d3ba66c5e71d3112695b882ca2030e,2014,Qtr 1,January,23,23,1,Janth,1,2014,Day
54e631e6ad5b9a63c134f0ca46d89658,2012,Qtr 4,December,2,2,12,Decth,4,2012,Day
55348beba23f6cbf7d48ebb920ebb559,2011,Qtr 2,April,12,12,4,Aprth,2,2011,Day
5562fef591a89eb79cc6ed5fe92e2d42,2011,Qtr 2,June,23,23,6,Junth,2,2011,Day
556c3334adfb28b12965c8974489bdcd,2011,Qtr 2,April,7,7,4,Aprth,2,2011,Day
55f9f4cb5784581a517e59904e0d5e2f,2013,Qtr 2,April,23,23,4,Aprth,2,2013,Day
5621f5e25d40f729483fc0a25664bcc3,2012,Qtr 3,August,1,1,8,Augth,3,2012,Day
564f7f85bc0f9399a0ce2e5f21901984,2011,Qtr 4,November,13,13,11,Novth,4,2011,Day
5691ac18f59a9af20f9d8703772afbba,2013,Qtr 2,April,21,21,4,Aprth,2,2013,Day
56d78836c9cf0de136c4d2d37aba2280,2013,Qtr 3,August,22,22,8,Augth,3,2013,Day
56e52500a7f5ab963646137a401683cd,2014,Qtr 1,January,26,26,1,Janth,1,2014,Day
5728955fc583cbfd901d0ba25cb20f92,2014,Qtr 1,February,1,1,2,Febth,1,2014,Day
57353bedf8dc1d6ee91df0141dd8e8a4,2011,Qtr 2,June,4,4,6,Junth,2,2011,Day
5740ddd9cc89a58039f5790a932ada9b,2011,Qtr 4,November,12,12,11,Novth,4,2011,Day
579ccf7535264274969f909add894a18,2012,Qtr 1,January,27,27,1,Janth,1,2012,Day
57b54c3c954c0d7d91d289b81191de06,2011,Qtr 2,June,2,2,6,Junth,2,2011,Day
5881f2ec92a43470fcbe3d3477a2a1fe,2012,Qtr 3,July,6,6,7,Julth,3,2012,Day
58c4ce5b9433e7b6d41793d5a76d5590,2013,Qtr 4,December,4,4,12,Decth,4,2013,Day
58f0b42da53adeeccbfa693883fea672,2013,Qtr 3,August,29,29,8,Augth,3,2013,Day
58fb574c0b80d76f62690df366352487,2011,Qtr 4,November,24,24,11,Novth,4,2011,Day
58fbfe4a809a492f7e56c87487b71b73,2011,Qtr 2,June,14,14,6,Junth,2,2011,Day
593d65a6acc20f05e8f0ed19632bf61e,2011,Qtr 3,August,4,4,8,Augth,3,2011,Day
595e2f03af2122e9bce5fe0fff67d39e,2011,Qtr 1,February,18,18,2,Febth,1,2011,Day
59802186a17f07a81aa34b5b19aea33d,2012,Qtr 3,July,26,26,7,Julth,3,2012,Day
59901f77a5f45f9e1a4ab8a7a016680f,2011,Qtr 4,November,7,7,11,Novth,4,2011,Day
59b3bce956067f996be5f0ddd87e18c7,2012,Qtr 3,September,1,1,9,Septh,3,2012,Day
59c3d64cb01cd5ad7fd25246d81a55ff,2013,Qtr 2,April,14,14,4,Aprth,2,2013,Day
59e3b2198b06015c3db5bbabfa658d5a,2012,Qtr 1,January,1,1,1,Janth,1,2012,Day
5a06908cc28b799b04fc1c47664462e6,2013,Qtr 2,April,1,1,4,Aprth,2,2013,Day
5a9689f90da5d0d012de304d7da67a8b,2011,Qtr 4,October,11,11,10,Octth,4,2011,Day
5abaefcc8525a8f4cfd95cba9e926532,2013,Qtr 2,May,20,20,5,Mayth,2,2013,Day
5acc3f37654c9c360551251e81e6001c,2012,Qtr 2,June,23,23,6,Junth,2,2012,Day
5aec9d44b0ac5d0db100a243378111b3,2012,Qtr 4,October,11,11,10,Octth,4,2012,Day
5b07cd2a9dfb9437a07ea3012d6efbb7,2013,Qtr 1,January,18,18,1,Janth,1,2013,Day
5b2e258a90271b858fa32867ebccdae6,2011,Qtr 1,March,12,12,3,Marth,1,2011,Day
5b52026be4438e7bdff7efad86b3d446,2012,Qtr 3,September,29,29,9,Septh,3,2012,Day
5bdc8cd31bb1859c6d9dd782c52a85ae,2011,Qtr 4,November,20,20,11,Novth,4,2011,Day
5c70f2bf0cb9e8d72491348c6d6d9b06,2011,Qtr 4,November,22,22,11,Novth,4,2011,Day
5c741aa8e0753be65314a304e7b39c14,2013,Qtr 3,July,25,25,7,Julth,3,2013,Day
5cbbe853aa1a5a1370f9a614904c4b15,2014,Qtr 1,January,2,2,1,Janth,1,2014,Day
5cdbc8775008d87082e2d847e626b2f8,2012,Qtr 2,June,12,12,6,Junth,2,2012,Day
5ce02f5278d5a046fd38c1ba26b17b9a,2011,Qtr 3,July,25,25,7,Julth,3,2011,Day
5d6eba48b2fa5ed437db0475fd1b7ef4,2011,Qtr 1,March,15,15,3,Marth,1,2011,Day
5d86cf50673484650827265c9f4ddfb2,2011,Qtr 1,January,9,9,1,Janth,1,2011,Day
5d8c6714b72d01c132804ea13b83dd02,2012,Qtr 4,November,18,18,11,Novth,4,2012,Day
5dddb266d8c26eece51489fe90c9f47d,2013,Qtr 1,January,25,25,1,Janth,1,2013,Day
5df3d5e6ab78e9109e9a80b7ac423282,2012,Qtr 2,May,12,12,5,Mayth,2,2012,Day
5e1b952a22eccca86f7f056a9efb42a4,2013,Qtr 2,May,21,21,5,Mayth,2,2013,Day
5e53c2d305295a13d16055aa783fd8e1,2011,Qtr 3,July,2,2,7,Julth,3,2011,Day
5e9b4970006d8f02ba0bc1763fa8b9a6,2013,Qtr 1,February,10,10,2,Febth,1,2013,Day
5efefff01843f5aa3f7d8a4d44b4bf2e,2013,Qtr 3,August,2,2,8,Augth,3,2013,Day
5f827524a01a15af1043fdb581ce224b,2013,Qtr 1,January,5,5,1,Janth,1,2013,Day
5f8b10fd69342734dd36c905a170cf51,2012,Qtr 4,December,12,12,12,Decth,4,2012,Day
5fab5dd7b511bbf33964ef9e6f1b70dc,2011,Qtr 2,May,12,12,5,Mayth,2,2011,Day
5fcf51a91997cecbc58d2bde1a28e1ec,2012,Qtr 2,May,17,17,5,Mayth,2,2012,Day
5fe5d9c2e4271c97cde82ca667158d56,2011,Qtr 1,January,21,21,1,Janth,1,2011,Day
5fe94fb0f4dba39b9df91e97622d2ec2,2011,Qtr 4,December,22,22,12,Decth,4,2011,Day
606ed413481267c98754e3351f662859,2013,Qtr 3,July,23,23,7,Julth,3,2013,Day
609b197be8107c93f47563f68c8efa70,2011,Qtr 3,July,14,14,7,Julth,3,2011,Day
609dcf12bb3687c6856be712159d7032,2012,Qtr 3,July,30,30,7,Julth,3,2012,Day
60b901e6d879ccf3b3246e54133acee5,2014,Qtr 1,February,8,8,2,Febth,1,2014,Day
61734dbcd0f0370e33200b30508a1282,2011,Qtr 3,August,23,23,8,Augth,3,2011,Day
61e00b038efd34bdf9c747596273cbcf,2013,Qtr 3,August,23,23,8,Augth,3,2013,Day
61f221efdc5f1284178644e84c13fc7c,2012,Qtr 3,August,21,21,8,Augth,3,2012,Day
6222fb05a8551828f3607e483b652095,2012,Qtr 2,April,26,26,4,Aprth,2,2012,Day
62876ffab17a368f47277b256f840157,2011,Qtr 4,December,7,7,12,Decth,4,2011,Day
629ffff971d10f275a79a70fae527fbc,2013,Qtr 2,April,22,22,4,Aprth,2,2013,Day
6353a8421ee460b64f2c988cc72a8391,2013,Qtr 2,April,26,26,4,Aprth,2,2013,Day
63c0ac0c5d4eb1d53a95d812bbe183b2,2011,Qtr 3,July,11,11,7,Julth,3,2011,Day
63deedb09952ba4161e5d9ab30ea4d41,2011,Qtr 1,February,3,3,2,Febth,1,2011,Day
63efdd3324df66c9965bd622cdebe06a,2013,Qtr 4,October,21,21,10,Octth,4,2013,Day
640540d73b85c3ecd2e3bf5541686e87,2013,Qtr 2,June,8,8,6,Junth,2,2013,Day
641f75927019dae5752cf63866b6ddca,2012,Qtr 3,July,5,5,7,Julth,3,2012,Day
6477c205c5117a9448ba863e111acf32,2013,Qtr 3,July,7,7,7,Julth,3,2013,Day
64cadfde6f66bc25043d0d69f5ae5471,2013,Qtr 3,September,18,18,9,Septh,3,2013,Day
650b814e9875ec60f087b34f3fe85282,2012,Qtr 4,November,28,28,11,Novth,4,2012,Day
654bc11cf88df4bb20f9816e51982e64,2011,Qtr 4,October,20,20,10,Octth,4,2011,Day
6582aa26281b9a92ad60e6a03e274c00,2013,Qtr 3,September,11,11,9,Septh,3,2013,Day
6583882ca853d66524856501b27519f5,2014,Qtr 1,January,15,15,1,Janth,1,2014,Day
65b64297f0421f6e057524afb222b411,2012,Qtr 1,February,4,4,2,Febth,1,2012,Day
65e68a57e397cec5452983179d80edc2,2011,Qtr 3,September,27,27,9,Septh,3,2011,Day
663d11326de76cfa493cc577763c59ee,2012,Qtr 1,February,7,7,2,Febth,1,2012,Day
66e56e10b0f528b66a45e307ecdf4774,2013,Qtr 4,October,29,29,10,Octth,4,2013,Day
671cb8c9b19c0247af30375f5adaed12,2011,Qtr 4,November,29,29,11,Novth,4,2011,Day
679eed5d77e30211eb990c0c13145df3,2013,Qtr 1,January,23,23,1,Janth,1,2013,Day
67c3c5a7bf20d113d8d96abf6cb5e85c,2012,Qtr 4,December,19,19,12,Decth,4,2012,Day
6866da5d40f1aad2d82129d5ffa25bda,2013,Qtr 3,September,17,17,9,Septh,3,2013,Day
688f3e8d70a208f2fa540fbe4a53979e,2011,Qtr 1,January,18,18,1,Janth,1,2011,Day
68f72058f9defc103693c22af71e0035,2010,Qtr 4,December,29,29,12,Decth,4,2010,Day
68ffff9a6ccdd4edb0a94daa1483c356,2011,Qtr 4,October,21,21,10,Octth,4,2011,Day
691ad1b0dca3643b923973defd014d47,2013,Qtr 4,October,17,17,10,Octth,4,2013,Day
694d75fcfc5bc50259336e29e881a36c,2012,Qtr 2,June,10,10,6,Junth,2,2012,Day
6a373d2281ba1487d83680f65dd6e6d0,2014,Qtr 1,February,5,5,2,Febth,1,2014,Day
6a8d7e42bb852c45fbf8610361d391a0,2013,Qtr 4,December,1,1,12,Decth,4,2013,Day
6a98156d9aad5c7ca324267d73f9c9ca,2012,Qtr 3,August,23,23,8,Augth,3,2012,Day
6b775fbfe9534ff161531d4406ebb878,2012,Qtr 3,September,4,4,9,Septh,3,2012,Day
6be9692276a308e4b872323af1ad8fe2,2013,Qtr 1,February,18,18,2,Febth,1,2013,Day
6c1f25b149f7224c4de256ef6e37c951,2012,Qtr 3,July,13,13,7,Julth,3,2012,Day
6ccfb4540d439b07eef79e9ec663aeee,2013,Qtr 1,January,1,1,1,Janth,1,2013,Day
6cf9e035d2f1d8ffe1b9f2f96a9e7a3a,2014,Qtr 1,January,25,25,1,Janth,1,2014,Day
6d1d8a1c7851eb5a946d45009cea6d9f,2013,Qtr 3,September,16,16,9,Septh,3,2013,Day
6d338b8c41c717c4336ad0084a80dca4,2013,Qtr 1,March,27,27,3,Marth,1,2013,Day
6d4278f55ab037dfce90690af7b0158a,2011,Qtr 1,March,10,10,3,Marth,1,2011,Day
6d44506d59926d8d13d35f75d97f2a64,2013,Qtr 1,March,11,11,3,Marth,1,2013,Day
6d4d5745fb8f7f5dbaff1d157cfd66e0,2012,Qtr 2,April,28,28,4,Aprth,2,2012,Day
6dd75c28a9a8a39e02bc0a175f82a9f3,2013,Qtr 4,October,5,5,10,Octth,4,2013,Day
6e1ea8c2b90f9655373e732ea4445676,2012,Qtr 1,March,7,7,3,Marth,1,2012,Day
6e32728b966bb91cefefa1316da21ca8,2013,Qtr 4,October,16,16,10,Octth,4,2013,Day
6e3dbba03ae025e8c1552d05a28ddae3,2012,Qtr 4,November,21,21,11,Novth,4,2012,Day
6e5c4b769f8f70f9fd01b24ba5be9695,2013,Qtr 2,April,3,3,4,Aprth,2,2013,Day
6eaadc1181f307997dc853d9ed40db36,2013,Qtr 2,June,4,4,6,Junth,2,2013,Day
6ef7b4bb93d4e54234cf965ed2334682,2013,Qtr 3,September,20,20,9,Septh,3,2013,Day
